gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B cells Memory	CAFs MSC iCAF-like s1	CAFs MSC iCAF-like s2	CAFs myCAF like s4	CAFs myCAF like s5	Cancer Basal SC_0	Cancer Basal SC_1	Cancer Basal SC_2	Cancer Cycling_0	Cancer Cycling_1	Cancer Cycling_2	Cancer Her2 SC_0	Cancer Her2 SC_1	Cancer Her2 SC_2	Cancer LumA SC_0	Cancer LumA SC_1	Cancer LumA SC_2	Cancer LumB SC_1	Cancer LumB SC_2	Cycling PVL	Cycling_Myeloid	Endothelial ACKR1	Endothelial CXCL12	Endothelial Lymphatic LYVE1	Endothelial RGS5	G0_arrested	Luminal Progenitors_0	Luminal Progenitors_1	Luminal Progenitors_2	Mature Luminal_0	Mature Luminal_1	Mature Luminal_2	Myeloid_c0_DC_LAMP3	Myeloid_c10_Macrophage_1_EGR1	Myeloid_c11_cDC2_CD1C	Myeloid_c12_Monocyte_1_IL1B	Myeloid_c1_LAM1_FABP5	Myeloid_c2_LAM2_APOE	Myeloid_c3_cDC1_CLEC9A	Myeloid_c4_DCs_pDC_IRF7	Myeloid_c5_Macrophage_3_SIGLEC1	Myeloid_c8_Monocyte_2_S100A9	Myeloid_c9_Macrophage_2_CXCL10	Myoepithelial_0	Myoepithelial_2	PVL Differentiated s3	PVL Immature s1	PVL_Immature s2	Plasmablasts	T_cells_c11_MKI67	T_cells_c2_CD4+_T-regs_FOXP3	T_cells_c5_CD8+_GZMK	T_cells_c6_IFIT1
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC09206543A	WNT9A	0.012	0.012	0.0	0.286	0.01	0.0	0.013	0.008	0.026	0.017	0.009	0.0	0.027	0.024	0.0	0.035	0.0	0.103	0.0	0.0	0.0	0.003	0.023	0.0	0.013	0.031	0.01	0.057	0.067	0.0	0.014	0.0	0.042	0.0	0.0	0.0	0.023	0.012	0.0	0.0	0.0	0.0	0.033	0.02	0.0	0.01	0.0	0.019	0.009	0.0	0.0	0.011	0.009
WNT11	O96014	False	WNT11_HUMAN		CPI-SS0429E615A	WNT11	0.012	0.021	0.0	0.0	0.026	0.25	0.074	0.035	0.154	0.062	0.064	0.0	0.032	0.018	0.0	0.019	0.0	0.016	0.0	0.0	0.0	0.009	0.023	0.0	0.03	0.022	0.176	0.0	0.0	0.0	0.014	0.0	0.0	0.024	0.0	0.0	0.01	0.012	0.0	0.0	0.0	0.0	0.011	0.016	0.0	0.02	0.0	0.019	0.025	0.0	0.0	0.011	0.026
WNT2	P09544	False	WNT2_HUMAN		CPI-SS01E6C2BB8	WNT2	0.038	0.153	0.0	0.429	0.228	0.083	0.026	0.049	0.0	0.022	0.03	0.143	0.074	0.122	0.0	0.038	0.0	0.044	0.0	0.0	0.143	0.062	0.045	0.048	0.07	0.064	0.033	0.014	0.0	0.0	0.0	0.0	0.208	0.321	0.182	0.4	0.193	0.065	0.0	0.024	0.0	0.333	0.126	0.084	0.0	0.08	0.0	0.269	0.085	0.4	0.333	0.069	0.228
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS05207EFF8	WNT2B	0.012	0.019	0.0	0.0	0.033	0.028	0.03	0.036	0.026	0.034	0.035	0.0	0.011	0.04	0.0	0.018	0.0	0.015	0.0	0.077	0.0	0.012	0.015	0.0	0.017	0.019	0.038	0.029	0.0	0.0	0.014	0.0	0.0	0.024	0.0	0.0	0.023	0.012	0.0	0.0	0.0	0.0	0.027	0.032	0.0	0.06	0.0	0.058	0.02	0.0	0.0	0.019	0.026
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0DF9024C0	WNT3	0.025	0.019	0.0	0.143	0.02	0.0	0.032	0.031	0.026	0.034	0.03	0.0	0.011	0.028	0.0	0.063	0.2	0.167	0.0	0.0	0.143	0.022	0.03	0.0	0.023	0.045	0.052	0.057	0.133	0.0	0.054	1.0	0.0	0.012	0.0	0.0	0.021	0.041	0.0	0.024	0.0	0.0	0.027	0.045	0.0	0.01	0.0	0.038	0.024	0.0	0.0	0.018	0.018
WNT4	P56705	False	WNT4_HUMAN		CPI-SS036707F4C	WNT4	0.012	0.055	0.0	0.143	0.046	0.028	0.089	0.12	0.0	0.051	0.042	0.071	0.106	0.177	0.0	0.185	0.6	0.316	0.077	0.154	0.286	0.031	0.076	0.048	0.047	0.173	0.014	0.071	0.0	0.0	0.189	0.0	0.0	0.048	0.0	0.0	0.062	0.094	0.333	0.119	0.0	0.0	0.093	0.165	0.0	0.03	0.0	0.096	0.056	0.2	0.0	0.053	0.14
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0F1E79A03	WNT5A	0.025	0.049	0.0	0.429	0.16	0.111	0.035	0.053	0.077	0.096	0.027	0.143	0.229	0.343	0.0	0.182	0.4	0.043	0.077	0.0	0.143	0.037	0.061	0.095	0.103	0.13	0.067	0.071	0.2	0.0	0.23	0.0	0.208	0.131	0.182	0.0	0.173	0.041	0.0	0.048	0.0	0.333	0.082	0.192	0.667	0.08	0.0	0.269	0.035	0.0	0.333	0.034	0.237
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS0FF2EEAE8	WNT5B	0.112	0.039	0.0	0.571	0.129	0.056	0.062	0.173	0.026	0.022	0.052	0.143	0.037	0.055	1.0	0.043	0.0	0.027	0.0	0.0	0.0	0.037	0.038	0.0	0.043	0.073	0.067	0.171	0.133	0.0	0.122	1.0	0.167	0.048	0.091	0.0	0.095	0.073	0.333	0.048	0.0	0.0	0.088	0.179	0.0	0.02	0.0	0.269	0.084	0.0	0.0	0.07	0.088
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS097860321	WNT6	0.062	0.029	0.0	0.0	0.035	0.056	0.094	0.297	0.026	0.118	0.091	0.071	0.106	0.107	0.0	0.007	0.0	0.018	0.0	0.0	0.0	0.046	0.045	0.0	0.053	0.03	0.167	0.1	0.2	0.0	0.108	0.0	0.083	0.06	0.091	0.0	0.026	0.041	0.0	0.0	0.0	0.333	0.099	0.161	0.167	0.05	0.0	0.077	0.045	0.0	0.0	0.048	0.167
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0FE9D6F11	WNT7B	0.025	0.039	0.0	0.286	0.139	0.139	0.057	0.054	0.051	0.118	0.062	0.214	0.255	0.437	0.0	0.106	0.2	0.151	0.077	0.0	0.143	0.046	0.03	0.0	0.1	0.138	0.138	0.029	0.2	0.0	0.014	0.0	0.042	0.071	0.0	0.0	0.18	0.029	0.0	0.024	0.0	0.0	0.077	0.043	0.167	0.07	0.0	0.115	0.043	0.4	0.0	0.033	0.167
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS0A93EEAEB	WNT9A	0.012	0.012	0.0	0.286	0.01	0.0	0.013	0.008	0.026	0.017	0.009	0.0	0.027	0.024	0.0	0.035	0.0	0.103	0.0	0.0	0.0	0.003	0.023	0.0	0.013	0.031	0.01	0.057	0.067	0.0	0.014	0.0	0.042	0.0	0.0	0.0	0.023	0.012	0.0	0.0	0.0	0.0	0.033	0.02	0.0	0.01	0.0	0.019	0.009	0.0	0.0	0.011	0.009
WNT11	O96014	False	WNT11_HUMAN		CPI-SS0C283076A	WNT11	0.012	0.021	0.0	0.0	0.026	0.25	0.074	0.035	0.154	0.062	0.064	0.0	0.032	0.018	0.0	0.019	0.0	0.016	0.0	0.0	0.0	0.009	0.023	0.0	0.03	0.022	0.176	0.0	0.0	0.0	0.014	0.0	0.0	0.024	0.0	0.0	0.01	0.012	0.0	0.0	0.0	0.0	0.011	0.016	0.0	0.02	0.0	0.019	0.025	0.0	0.0	0.011	0.026
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0C95AC883	WNT2	0.038	0.153	0.0	0.429	0.228	0.083	0.026	0.049	0.0	0.022	0.03	0.143	0.074	0.122	0.0	0.038	0.0	0.044	0.0	0.0	0.143	0.062	0.045	0.048	0.07	0.064	0.033	0.014	0.0	0.0	0.0	0.0	0.208	0.321	0.182	0.4	0.193	0.065	0.0	0.024	0.0	0.333	0.126	0.084	0.0	0.08	0.0	0.269	0.085	0.4	0.333	0.069	0.228
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS08643DD8A	WNT2B	0.012	0.019	0.0	0.0	0.033	0.028	0.03	0.036	0.026	0.034	0.035	0.0	0.011	0.04	0.0	0.018	0.0	0.015	0.0	0.077	0.0	0.012	0.015	0.0	0.017	0.019	0.038	0.029	0.0	0.0	0.014	0.0	0.0	0.024	0.0	0.0	0.023	0.012	0.0	0.0	0.0	0.0	0.027	0.032	0.0	0.06	0.0	0.058	0.02	0.0	0.0	0.019	0.026
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0E9BE6A4E	WNT3	0.025	0.019	0.0	0.143	0.02	0.0	0.032	0.031	0.026	0.034	0.03	0.0	0.011	0.028	0.0	0.063	0.2	0.167	0.0	0.0	0.143	0.022	0.03	0.0	0.023	0.045	0.052	0.057	0.133	0.0	0.054	1.0	0.0	0.012	0.0	0.0	0.021	0.041	0.0	0.024	0.0	0.0	0.027	0.045	0.0	0.01	0.0	0.038	0.024	0.0	0.0	0.018	0.018
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0661CE946	WNT4	0.012	0.055	0.0	0.143	0.046	0.028	0.089	0.12	0.0	0.051	0.042	0.071	0.106	0.177	0.0	0.185	0.6	0.316	0.077	0.154	0.286	0.031	0.076	0.048	0.047	0.173	0.014	0.071	0.0	0.0	0.189	0.0	0.0	0.048	0.0	0.0	0.062	0.094	0.333	0.119	0.0	0.0	0.093	0.165	0.0	0.03	0.0	0.096	0.056	0.2	0.0	0.053	0.14
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS03F33B34C	WNT5A	0.025	0.049	0.0	0.429	0.16	0.111	0.035	0.053	0.077	0.096	0.027	0.143	0.229	0.343	0.0	0.182	0.4	0.043	0.077	0.0	0.143	0.037	0.061	0.095	0.103	0.13	0.067	0.071	0.2	0.0	0.23	0.0	0.208	0.131	0.182	0.0	0.173	0.041	0.0	0.048	0.0	0.333	0.082	0.192	0.667	0.08	0.0	0.269	0.035	0.0	0.333	0.034	0.237
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS0AC302C73	WNT5B	0.112	0.039	0.0	0.571	0.129	0.056	0.062	0.173	0.026	0.022	0.052	0.143	0.037	0.055	1.0	0.043	0.0	0.027	0.0	0.0	0.0	0.037	0.038	0.0	0.043	0.073	0.067	0.171	0.133	0.0	0.122	1.0	0.167	0.048	0.091	0.0	0.095	0.073	0.333	0.048	0.0	0.0	0.088	0.179	0.0	0.02	0.0	0.269	0.084	0.0	0.0	0.07	0.088
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS07B6C7A75	WNT6	0.062	0.029	0.0	0.0	0.035	0.056	0.094	0.297	0.026	0.118	0.091	0.071	0.106	0.107	0.0	0.007	0.0	0.018	0.0	0.0	0.0	0.046	0.045	0.0	0.053	0.03	0.167	0.1	0.2	0.0	0.108	0.0	0.083	0.06	0.091	0.0	0.026	0.041	0.0	0.0	0.0	0.333	0.099	0.161	0.167	0.05	0.0	0.077	0.045	0.0	0.0	0.048	0.167
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS08F783A87	WNT7B	0.025	0.039	0.0	0.286	0.139	0.139	0.057	0.054	0.051	0.118	0.062	0.214	0.255	0.437	0.0	0.106	0.2	0.151	0.077	0.0	0.143	0.046	0.03	0.0	0.1	0.138	0.138	0.029	0.2	0.0	0.014	0.0	0.042	0.071	0.0	0.0	0.18	0.029	0.0	0.024	0.0	0.0	0.077	0.043	0.167	0.07	0.0	0.115	0.043	0.4	0.0	0.033	0.167
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS00877D499	WNT9A	0.012	0.012	0.0	0.286	0.01	0.0	0.013	0.008	0.026	0.017	0.009	0.0	0.027	0.024	0.0	0.035	0.0	0.103	0.0	0.0	0.0	0.003	0.023	0.0	0.013	0.031	0.01	0.057	0.067	0.0	0.014	0.0	0.042	0.0	0.0	0.0	0.023	0.012	0.0	0.0	0.0	0.0	0.033	0.02	0.0	0.01	0.0	0.019	0.009	0.0	0.0	0.011	0.009
WNT11	O96014	False	WNT11_HUMAN		CPI-SS062CEFDBE	WNT11	0.012	0.021	0.0	0.0	0.026	0.25	0.074	0.035	0.154	0.062	0.064	0.0	0.032	0.018	0.0	0.019	0.0	0.016	0.0	0.0	0.0	0.009	0.023	0.0	0.03	0.022	0.176	0.0	0.0	0.0	0.014	0.0	0.0	0.024	0.0	0.0	0.01	0.012	0.0	0.0	0.0	0.0	0.011	0.016	0.0	0.02	0.0	0.019	0.025	0.0	0.0	0.011	0.026
WNT2	P09544	False	WNT2_HUMAN		CPI-SS05E7290A6	WNT2	0.038	0.153	0.0	0.429	0.228	0.083	0.026	0.049	0.0	0.022	0.03	0.143	0.074	0.122	0.0	0.038	0.0	0.044	0.0	0.0	0.143	0.062	0.045	0.048	0.07	0.064	0.033	0.014	0.0	0.0	0.0	0.0	0.208	0.321	0.182	0.4	0.193	0.065	0.0	0.024	0.0	0.333	0.126	0.084	0.0	0.08	0.0	0.269	0.085	0.4	0.333	0.069	0.228
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS0BFEE3968	WNT2B	0.012	0.019	0.0	0.0	0.033	0.028	0.03	0.036	0.026	0.034	0.035	0.0	0.011	0.04	0.0	0.018	0.0	0.015	0.0	0.077	0.0	0.012	0.015	0.0	0.017	0.019	0.038	0.029	0.0	0.0	0.014	0.0	0.0	0.024	0.0	0.0	0.023	0.012	0.0	0.0	0.0	0.0	0.027	0.032	0.0	0.06	0.0	0.058	0.02	0.0	0.0	0.019	0.026
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0851A1599	WNT3	0.025	0.019	0.0	0.143	0.02	0.0	0.032	0.031	0.026	0.034	0.03	0.0	0.011	0.028	0.0	0.063	0.2	0.167	0.0	0.0	0.143	0.022	0.03	0.0	0.023	0.045	0.052	0.057	0.133	0.0	0.054	1.0	0.0	0.012	0.0	0.0	0.021	0.041	0.0	0.024	0.0	0.0	0.027	0.045	0.0	0.01	0.0	0.038	0.024	0.0	0.0	0.018	0.018
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0514C14A6	WNT4	0.012	0.055	0.0	0.143	0.046	0.028	0.089	0.12	0.0	0.051	0.042	0.071	0.106	0.177	0.0	0.185	0.6	0.316	0.077	0.154	0.286	0.031	0.076	0.048	0.047	0.173	0.014	0.071	0.0	0.0	0.189	0.0	0.0	0.048	0.0	0.0	0.062	0.094	0.333	0.119	0.0	0.0	0.093	0.165	0.0	0.03	0.0	0.096	0.056	0.2	0.0	0.053	0.14
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0A21B9682	WNT5A	0.025	0.049	0.0	0.429	0.16	0.111	0.035	0.053	0.077	0.096	0.027	0.143	0.229	0.343	0.0	0.182	0.4	0.043	0.077	0.0	0.143	0.037	0.061	0.095	0.103	0.13	0.067	0.071	0.2	0.0	0.23	0.0	0.208	0.131	0.182	0.0	0.173	0.041	0.0	0.048	0.0	0.333	0.082	0.192	0.667	0.08	0.0	0.269	0.035	0.0	0.333	0.034	0.237
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS07F50324B	WNT5B	0.112	0.039	0.0	0.571	0.129	0.056	0.062	0.173	0.026	0.022	0.052	0.143	0.037	0.055	1.0	0.043	0.0	0.027	0.0	0.0	0.0	0.037	0.038	0.0	0.043	0.073	0.067	0.171	0.133	0.0	0.122	1.0	0.167	0.048	0.091	0.0	0.095	0.073	0.333	0.048	0.0	0.0	0.088	0.179	0.0	0.02	0.0	0.269	0.084	0.0	0.0	0.07	0.088
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS083239CEC	WNT6	0.062	0.029	0.0	0.0	0.035	0.056	0.094	0.297	0.026	0.118	0.091	0.071	0.106	0.107	0.0	0.007	0.0	0.018	0.0	0.0	0.0	0.046	0.045	0.0	0.053	0.03	0.167	0.1	0.2	0.0	0.108	0.0	0.083	0.06	0.091	0.0	0.026	0.041	0.0	0.0	0.0	0.333	0.099	0.161	0.167	0.05	0.0	0.077	0.045	0.0	0.0	0.048	0.167
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS050373228	WNT7B	0.025	0.039	0.0	0.286	0.139	0.139	0.057	0.054	0.051	0.118	0.062	0.214	0.255	0.437	0.0	0.106	0.2	0.151	0.077	0.0	0.143	0.046	0.03	0.0	0.1	0.138	0.138	0.029	0.2	0.0	0.014	0.0	0.042	0.071	0.0	0.0	0.18	0.029	0.0	0.024	0.0	0.0	0.077	0.043	0.167	0.07	0.0	0.115	0.043	0.4	0.0	0.033	0.167
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS042439610	WNT9A	0.012	0.012	0.0	0.286	0.01	0.0	0.013	0.008	0.026	0.017	0.009	0.0	0.027	0.024	0.0	0.035	0.0	0.103	0.0	0.0	0.0	0.003	0.023	0.0	0.013	0.031	0.01	0.057	0.067	0.0	0.014	0.0	0.042	0.0	0.0	0.0	0.023	0.012	0.0	0.0	0.0	0.0	0.033	0.02	0.0	0.01	0.0	0.019	0.009	0.0	0.0	0.011	0.009
WNT11	O96014	False	WNT11_HUMAN		CPI-SS09BDB5618	WNT11	0.012	0.021	0.0	0.0	0.026	0.25	0.074	0.035	0.154	0.062	0.064	0.0	0.032	0.018	0.0	0.019	0.0	0.016	0.0	0.0	0.0	0.009	0.023	0.0	0.03	0.022	0.176	0.0	0.0	0.0	0.014	0.0	0.0	0.024	0.0	0.0	0.01	0.012	0.0	0.0	0.0	0.0	0.011	0.016	0.0	0.02	0.0	0.019	0.025	0.0	0.0	0.011	0.026
WNT2	P09544	False	WNT2_HUMAN		CPI-SS017D5AA63	WNT2	0.038	0.153	0.0	0.429	0.228	0.083	0.026	0.049	0.0	0.022	0.03	0.143	0.074	0.122	0.0	0.038	0.0	0.044	0.0	0.0	0.143	0.062	0.045	0.048	0.07	0.064	0.033	0.014	0.0	0.0	0.0	0.0	0.208	0.321	0.182	0.4	0.193	0.065	0.0	0.024	0.0	0.333	0.126	0.084	0.0	0.08	0.0	0.269	0.085	0.4	0.333	0.069	0.228
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS010F961E8	WNT2B	0.012	0.019	0.0	0.0	0.033	0.028	0.03	0.036	0.026	0.034	0.035	0.0	0.011	0.04	0.0	0.018	0.0	0.015	0.0	0.077	0.0	0.012	0.015	0.0	0.017	0.019	0.038	0.029	0.0	0.0	0.014	0.0	0.0	0.024	0.0	0.0	0.023	0.012	0.0	0.0	0.0	0.0	0.027	0.032	0.0	0.06	0.0	0.058	0.02	0.0	0.0	0.019	0.026
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0146C75AD	WNT3	0.025	0.019	0.0	0.143	0.02	0.0	0.032	0.031	0.026	0.034	0.03	0.0	0.011	0.028	0.0	0.063	0.2	0.167	0.0	0.0	0.143	0.022	0.03	0.0	0.023	0.045	0.052	0.057	0.133	0.0	0.054	1.0	0.0	0.012	0.0	0.0	0.021	0.041	0.0	0.024	0.0	0.0	0.027	0.045	0.0	0.01	0.0	0.038	0.024	0.0	0.0	0.018	0.018
WNT4	P56705	False	WNT4_HUMAN		CPI-SS068E97BDA	WNT4	0.012	0.055	0.0	0.143	0.046	0.028	0.089	0.12	0.0	0.051	0.042	0.071	0.106	0.177	0.0	0.185	0.6	0.316	0.077	0.154	0.286	0.031	0.076	0.048	0.047	0.173	0.014	0.071	0.0	0.0	0.189	0.0	0.0	0.048	0.0	0.0	0.062	0.094	0.333	0.119	0.0	0.0	0.093	0.165	0.0	0.03	0.0	0.096	0.056	0.2	0.0	0.053	0.14
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS03C93A8FE	WNT5A	0.025	0.049	0.0	0.429	0.16	0.111	0.035	0.053	0.077	0.096	0.027	0.143	0.229	0.343	0.0	0.182	0.4	0.043	0.077	0.0	0.143	0.037	0.061	0.095	0.103	0.13	0.067	0.071	0.2	0.0	0.23	0.0	0.208	0.131	0.182	0.0	0.173	0.041	0.0	0.048	0.0	0.333	0.082	0.192	0.667	0.08	0.0	0.269	0.035	0.0	0.333	0.034	0.237
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS02682D84C	WNT5B	0.112	0.039	0.0	0.571	0.129	0.056	0.062	0.173	0.026	0.022	0.052	0.143	0.037	0.055	1.0	0.043	0.0	0.027	0.0	0.0	0.0	0.037	0.038	0.0	0.043	0.073	0.067	0.171	0.133	0.0	0.122	1.0	0.167	0.048	0.091	0.0	0.095	0.073	0.333	0.048	0.0	0.0	0.088	0.179	0.0	0.02	0.0	0.269	0.084	0.0	0.0	0.07	0.088
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS0598AC561	WNT6	0.062	0.029	0.0	0.0	0.035	0.056	0.094	0.297	0.026	0.118	0.091	0.071	0.106	0.107	0.0	0.007	0.0	0.018	0.0	0.0	0.0	0.046	0.045	0.0	0.053	0.03	0.167	0.1	0.2	0.0	0.108	0.0	0.083	0.06	0.091	0.0	0.026	0.041	0.0	0.0	0.0	0.333	0.099	0.161	0.167	0.05	0.0	0.077	0.045	0.0	0.0	0.048	0.167
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0D10CE481	WNT7B	0.025	0.039	0.0	0.286	0.139	0.139	0.057	0.054	0.051	0.118	0.062	0.214	0.255	0.437	0.0	0.106	0.2	0.151	0.077	0.0	0.143	0.046	0.03	0.0	0.1	0.138	0.138	0.029	0.2	0.0	0.014	0.0	0.042	0.071	0.0	0.0	0.18	0.029	0.0	0.024	0.0	0.0	0.077	0.043	0.167	0.07	0.0	0.115	0.043	0.4	0.0	0.033	0.167
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS04662DF1A	WNT9A	0.012	0.012	0.0	0.286	0.01	0.0	0.013	0.008	0.026	0.017	0.009	0.0	0.027	0.024	0.0	0.035	0.0	0.103	0.0	0.0	0.0	0.003	0.023	0.0	0.013	0.031	0.01	0.057	0.067	0.0	0.014	0.0	0.042	0.0	0.0	0.0	0.023	0.012	0.0	0.0	0.0	0.0	0.033	0.02	0.0	0.01	0.0	0.019	0.009	0.0	0.0	0.011	0.009
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS073F3FAD5	WNT5A	0.025	0.049	0.0	0.429	0.16	0.111	0.035	0.053	0.077	0.096	0.027	0.143	0.229	0.343	0.0	0.182	0.4	0.043	0.077	0.0	0.143	0.037	0.061	0.095	0.103	0.13	0.067	0.071	0.2	0.0	0.23	0.0	0.208	0.131	0.182	0.0	0.173	0.041	0.0	0.048	0.0	0.333	0.082	0.192	0.667	0.08	0.0	0.269	0.035	0.0	0.333	0.034	0.237
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0E7CBFD03	WNT5A	0.025	0.049	0.0	0.429	0.16	0.111	0.035	0.053	0.077	0.096	0.027	0.143	0.229	0.343	0.0	0.182	0.4	0.043	0.077	0.0	0.143	0.037	0.061	0.095	0.103	0.13	0.067	0.071	0.2	0.0	0.23	0.0	0.208	0.131	0.182	0.0	0.173	0.041	0.0	0.048	0.0	0.333	0.082	0.192	0.667	0.08	0.0	0.269	0.035	0.0	0.333	0.034	0.237
ARTN	Q5T4W7	False	ARTN_HUMAN		CPI-SC08032972C	ARTN	0.038	0.019	0.0	0.429	0.076	0.083	0.053	0.031	0.051	0.039	0.054	0.0	0.048	0.101	0.0	0.06	0.2	0.112	0.231	0.0	0.0	0.025	0.038	0.0	0.043	0.055	0.062	0.014	0.2	0.0	0.068	1.0	0.083	0.0	0.0	0.0	0.064	0.065	0.0	0.024	0.0	0.333	0.055	0.027	0.333	0.19	0.0	0.058	0.034	0.2	0.0	0.014	0.07
GDNF	P39905	False	GDNF_HUMAN		CPI-SC0BDF87EA3	GDNF	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
ARTN	Q5T4W7	False	ARTN_HUMAN		CPI-SC03B346136	ARTN	0.038	0.019	0.0	0.429	0.076	0.083	0.053	0.031	0.051	0.039	0.054	0.0	0.048	0.101	0.0	0.06	0.2	0.112	0.231	0.0	0.0	0.025	0.038	0.0	0.043	0.055	0.062	0.014	0.2	0.0	0.068	1.0	0.083	0.0	0.0	0.0	0.064	0.065	0.0	0.024	0.0	0.333	0.055	0.027	0.333	0.19	0.0	0.058	0.034	0.2	0.0	0.014	0.07
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SC0DC2F1E07	ADIPOQ	0.0	0.063	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.011	0.001	0.071	0.037	0.021	0.0	0.02	0.2	0.028	0.0	0.0	0.0	0.022	0.015	0.0	0.017	0.017	0.0	0.0	0.0	0.0	0.014	0.0	0.042	0.012	0.0	0.0	0.008	0.033	0.0	0.0	0.0	0.0	0.016	0.005	0.0	0.03	0.0	0.019	0.014	0.0	0.0	0.01	0.009
ALB	P02768	False	ALBU_HUMAN		CPI-SC0DF13E412	ALB	0.05	0.07	0.0	0.0	0.012	0.0	0.01	0.006	0.0	0.034	0.003	0.0	0.048	0.031	0.0	0.087	0.0	0.398	0.0	0.0	0.0	0.074	0.03	0.19	0.027	0.063	0.019	0.043	0.067	0.0	0.149	0.0	0.0	0.012	0.0	0.2	0.026	0.118	0.0	0.0	0.167	0.0	0.033	0.084	0.0	0.04	0.0	0.0	0.033	0.2	0.0	0.03	0.018
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS04256AA73	ALCAM	0.175	0.225	0.0	0.429	0.353	0.417	0.306	0.359	0.41	0.478	0.347	0.357	0.606	0.758	0.0	0.631	0.6	0.662	0.692	0.385	0.286	0.151	0.25	0.143	0.296	0.552	0.529	0.257	0.333	0.0	0.527	1.0	0.375	0.321	0.455	0.6	0.57	0.351	0.0	0.214	0.167	0.667	0.363	0.412	0.5	0.24	0.0	0.269	0.226	0.4	0.0	0.202	0.579
BAG6	P46379	False	BAG6_HUMAN		CPI-SS051AA0057	BAG6	0.6	0.563	0.0	1.0	0.676	0.611	0.68	0.746	0.487	0.747	0.594	0.786	0.819	0.954	1.0	0.685	0.8	0.872	0.923	0.385	0.857	0.552	0.523	0.571	0.661	0.728	0.695	0.586	0.867	0.667	0.743	1.0	0.833	0.714	0.727	0.8	0.76	0.751	1.0	0.619	0.0	1.0	0.769	0.731	1.0	0.54	0.6	0.846	0.611	1.0	0.667	0.573	0.877
BST2	Q10589	False	BST2_HUMAN		CPI-SS0D3064F3D	BST2	0.888	0.772	0.0	0.857	0.813	0.667	0.947	0.816	0.615	0.871	0.844	0.857	0.926	0.994	0.0	0.801	1.0	0.847	1.0	0.462	0.714	0.836	0.909	0.619	0.831	0.858	0.848	0.414	0.6	0.333	0.865	1.0	0.958	0.952	1.0	1.0	0.972	0.959	1.0	0.976	0.667	1.0	0.967	0.844	0.667	0.81	1.0	0.942	0.87	1.0	1.0	0.847	1.0
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	CD200	0.175	0.177	0.0	0.143	0.184	0.056	0.032	0.064	0.0	0.09	0.036	0.357	0.101	0.22	0.0	0.059	0.2	0.105	0.154	0.077	0.286	0.173	0.152	0.048	0.312	0.091	0.048	0.1	0.0	0.0	0.081	0.0	0.458	0.333	0.182	0.0	0.281	0.114	0.0	0.095	0.167	1.0	0.143	0.278	0.0	0.12	0.2	0.365	0.087	0.4	0.0	0.148	0.491
