gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Bcell	CAF	CD4.T	EC	Exhausted_CD8_T_cell	Fast_cycling	Fib	G0_arrested	Mac	Mast	Peri	Plas.B	Slow_cycling	TAM	Treg	cDC	pDC
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC0065F5B8A	WNT10A	0.015	0.003	0.027	0.008	0.007	0.013	0.002	0.003	0.002	0.0	0.002	0.052	0.007	0.001	0.047	0.004	0.145
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0735548E0	WNT11	0.001	0.008	0.0	0.003	0.0	0.004	0.044	0.003	0.0	0.024	0.002	0.001	0.008	0.001	0.001	0.001	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC07B9CD502	WNT16	0.01	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC041A30C3B	WNT2	0.001	0.472	0.0	0.006	0.001	0.0	0.321	0.002	0.001	0.0	0.007	0.0	0.002	0.001	0.0	0.001	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC04091DFF6	WNT2B	0.014	0.031	0.011	0.042	0.004	0.027	0.04	0.018	0.012	0.0	0.014	0.014	0.027	0.022	0.006	0.016	0.016
WNT3	P56703	False	WNT3_HUMAN		CPI-SC02CD1EEDE	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC0B7D84FC7	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SC047C4B365	WNT4	0.007	0.001	0.001	0.002	0.0	0.014	0.019	0.017	0.0	0.0	0.002	0.007	0.024	0.0	0.002	0.0	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC056F0C465	WNT5B	0.009	0.067	0.002	0.005	0.001	0.008	0.022	0.015	0.003	0.0	0.005	0.032	0.007	0.013	0.001	0.01	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC0750A0484	WNT6	0.015	0.005	0.003	0.008	0.007	0.148	0.006	0.024	0.005	0.0	0.059	0.01	0.064	0.004	0.004	0.004	0.003
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC019E7AAA2	WNT7A	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC03A2FEB5C	WNT7B	0.011	0.029	0.01	0.013	0.006	0.141	0.007	0.041	0.004	0.0	0.007	0.007	0.137	0.005	0.002	0.004	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC0E6761C90	WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0552DC1E5	WNT9A	0.0	0.008	0.001	0.0	0.0	0.024	0.019	0.008	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC0199BFBB3	WNT9B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC07B7E6361	WNT11	0.001	0.008	0.0	0.003	0.0	0.004	0.044	0.003	0.0	0.024	0.002	0.001	0.008	0.001	0.001	0.001	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC0A49C6C7E	WNT16	0.01	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC00BD4551E	WNT2	0.001	0.472	0.0	0.006	0.001	0.0	0.321	0.002	0.001	0.0	0.007	0.0	0.002	0.001	0.0	0.001	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0A81AF307	WNT2B	0.014	0.031	0.011	0.042	0.004	0.027	0.04	0.018	0.012	0.0	0.014	0.014	0.027	0.022	0.006	0.016	0.016
WNT3	P56703	False	WNT3_HUMAN		CPI-SC050F278B4	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC051E1E7D7	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SC0D6D44FE1	WNT4	0.007	0.001	0.001	0.002	0.0	0.014	0.019	0.017	0.0	0.0	0.002	0.007	0.024	0.0	0.002	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC0E0F34C9F	WNT5A	0.009	0.221	0.005	0.034	0.001	0.093	0.049	0.112	0.127	0.0	0.038	0.023	0.129	0.12	0.001	0.079	0.007
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC0B18D6471	WNT5B	0.009	0.067	0.002	0.005	0.001	0.008	0.022	0.015	0.003	0.0	0.005	0.032	0.007	0.013	0.001	0.01	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC0E713417E	WNT6	0.015	0.005	0.003	0.008	0.007	0.148	0.006	0.024	0.005	0.0	0.059	0.01	0.064	0.004	0.004	0.004	0.003
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC0EB5D8E44	WNT7A	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC01EBF0CE9	WNT7B	0.011	0.029	0.01	0.013	0.006	0.141	0.007	0.041	0.004	0.0	0.007	0.007	0.137	0.005	0.002	0.004	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC090AC04CE	WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0C644006E	WNT9A	0.0	0.008	0.001	0.0	0.0	0.024	0.019	0.008	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC094C611B7	WNT9B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC00A8BC9AA	WNT11	0.001	0.008	0.0	0.003	0.0	0.004	0.044	0.003	0.0	0.024	0.002	0.001	0.008	0.001	0.001	0.001	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC00A87321E	WNT16	0.01	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC0FDB82036	WNT2	0.001	0.472	0.0	0.006	0.001	0.0	0.321	0.002	0.001	0.0	0.007	0.0	0.002	0.001	0.0	0.001	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC07B51ACC4	WNT2B	0.014	0.031	0.011	0.042	0.004	0.027	0.04	0.018	0.012	0.0	0.014	0.014	0.027	0.022	0.006	0.016	0.016
WNT3	P56703	False	WNT3_HUMAN		CPI-SC07AB82EAB	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC0114AE598	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SC023CE19F9	WNT4	0.007	0.001	0.001	0.002	0.0	0.014	0.019	0.017	0.0	0.0	0.002	0.007	0.024	0.0	0.002	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC0EE5FCF62	WNT5A	0.009	0.221	0.005	0.034	0.001	0.093	0.049	0.112	0.127	0.0	0.038	0.023	0.129	0.12	0.001	0.079	0.007
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC07FD56C95	WNT5B	0.009	0.067	0.002	0.005	0.001	0.008	0.022	0.015	0.003	0.0	0.005	0.032	0.007	0.013	0.001	0.01	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC09AD2A6B8	WNT6	0.015	0.005	0.003	0.008	0.007	0.148	0.006	0.024	0.005	0.0	0.059	0.01	0.064	0.004	0.004	0.004	0.003
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC0D19712B9	WNT7A	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0DD16A7D0	WNT7B	0.011	0.029	0.01	0.013	0.006	0.141	0.007	0.041	0.004	0.0	0.007	0.007	0.137	0.005	0.002	0.004	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC08BD68242	WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC01153EAC0	WNT9A	0.0	0.008	0.001	0.0	0.0	0.024	0.019	0.008	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC0543729D1	WNT9B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC029ADF8EA	WNT11	0.001	0.008	0.0	0.003	0.0	0.004	0.044	0.003	0.0	0.024	0.002	0.001	0.008	0.001	0.001	0.001	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC04F7D62D5	WNT16	0.01	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC055AF31A9	WNT2	0.001	0.472	0.0	0.006	0.001	0.0	0.321	0.002	0.001	0.0	0.007	0.0	0.002	0.001	0.0	0.001	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC06037057B	WNT2B	0.014	0.031	0.011	0.042	0.004	0.027	0.04	0.018	0.012	0.0	0.014	0.014	0.027	0.022	0.006	0.016	0.016
WNT3	P56703	False	WNT3_HUMAN		CPI-SC0148F76F0	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC0782ECD47	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SC0EB633CED	WNT4	0.007	0.001	0.001	0.002	0.0	0.014	0.019	0.017	0.0	0.0	0.002	0.007	0.024	0.0	0.002	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC0675C8528	WNT5A	0.009	0.221	0.005	0.034	0.001	0.093	0.049	0.112	0.127	0.0	0.038	0.023	0.129	0.12	0.001	0.079	0.007
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC0A79539F5	WNT5B	0.009	0.067	0.002	0.005	0.001	0.008	0.022	0.015	0.003	0.0	0.005	0.032	0.007	0.013	0.001	0.01	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC0512E3581	WNT6	0.015	0.005	0.003	0.008	0.007	0.148	0.006	0.024	0.005	0.0	0.059	0.01	0.064	0.004	0.004	0.004	0.003
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC0AE0AAAFB	WNT7A	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0ADD9F3A1	WNT7B	0.011	0.029	0.01	0.013	0.006	0.141	0.007	0.041	0.004	0.0	0.007	0.007	0.137	0.005	0.002	0.004	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC0BE1E619E	WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0637CC9D5	WNT9A	0.0	0.008	0.001	0.0	0.0	0.024	0.019	0.008	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC00BDFD604	WNT9B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC054FD289E	WNT11	0.001	0.008	0.0	0.003	0.0	0.004	0.044	0.003	0.0	0.024	0.002	0.001	0.008	0.001	0.001	0.001	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC074888BE6	WNT16	0.01	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC08DE61392	WNT2	0.001	0.472	0.0	0.006	0.001	0.0	0.321	0.002	0.001	0.0	0.007	0.0	0.002	0.001	0.0	0.001	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC058678C1B	WNT2B	0.014	0.031	0.011	0.042	0.004	0.027	0.04	0.018	0.012	0.0	0.014	0.014	0.027	0.022	0.006	0.016	0.016
WNT3	P56703	False	WNT3_HUMAN		CPI-SC0EBBD9B59	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC080C0C5A2	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SC0245AE3FF	WNT4	0.007	0.001	0.001	0.002	0.0	0.014	0.019	0.017	0.0	0.0	0.002	0.007	0.024	0.0	0.002	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC07D1540F8	WNT5A	0.009	0.221	0.005	0.034	0.001	0.093	0.049	0.112	0.127	0.0	0.038	0.023	0.129	0.12	0.001	0.079	0.007
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC066B2A89A	WNT5B	0.009	0.067	0.002	0.005	0.001	0.008	0.022	0.015	0.003	0.0	0.005	0.032	0.007	0.013	0.001	0.01	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC09D51C7BF	WNT6	0.015	0.005	0.003	0.008	0.007	0.148	0.006	0.024	0.005	0.0	0.059	0.01	0.064	0.004	0.004	0.004	0.003
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC069D8A1BA	WNT7A	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC042468412	WNT7B	0.011	0.029	0.01	0.013	0.006	0.141	0.007	0.041	0.004	0.0	0.007	0.007	0.137	0.005	0.002	0.004	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC0D0D2D930	WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0486FECAB	WNT9A	0.0	0.008	0.001	0.0	0.0	0.024	0.019	0.008	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC045BF427E	WNT9B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC044BB9279	WNT11	0.001	0.008	0.0	0.003	0.0	0.004	0.044	0.003	0.0	0.024	0.002	0.001	0.008	0.001	0.001	0.001	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC0827E3502	WNT16	0.01	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC0B0BAF8DB	WNT2	0.001	0.472	0.0	0.006	0.001	0.0	0.321	0.002	0.001	0.0	0.007	0.0	0.002	0.001	0.0	0.001	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0671450D5	WNT2B	0.014	0.031	0.011	0.042	0.004	0.027	0.04	0.018	0.012	0.0	0.014	0.014	0.027	0.022	0.006	0.016	0.016
WNT3	P56703	False	WNT3_HUMAN		CPI-SC066A4E191	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC03753E185	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SC0E11F543C	WNT4	0.007	0.001	0.001	0.002	0.0	0.014	0.019	0.017	0.0	0.0	0.002	0.007	0.024	0.0	0.002	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC081B09E04	WNT5A	0.009	0.221	0.005	0.034	0.001	0.093	0.049	0.112	0.127	0.0	0.038	0.023	0.129	0.12	0.001	0.079	0.007
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC02753B9BD	WNT5B	0.009	0.067	0.002	0.005	0.001	0.008	0.022	0.015	0.003	0.0	0.005	0.032	0.007	0.013	0.001	0.01	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC01D3E6936	WNT6	0.015	0.005	0.003	0.008	0.007	0.148	0.006	0.024	0.005	0.0	0.059	0.01	0.064	0.004	0.004	0.004	0.003
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC092C6BB7D	WNT7A	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0456BB36C	WNT7B	0.011	0.029	0.01	0.013	0.006	0.141	0.007	0.041	0.004	0.0	0.007	0.007	0.137	0.005	0.002	0.004	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC073544134	WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0AEC52E73	WNT9A	0.0	0.008	0.001	0.0	0.0	0.024	0.019	0.008	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC05E4FA547	WNT9B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC06CA35957	WNT11	0.001	0.008	0.0	0.003	0.0	0.004	0.044	0.003	0.0	0.024	0.002	0.001	0.008	0.001	0.001	0.001	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC00D0D0EC3	WNT16	0.01	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC03F9E6AC5	WNT2	0.001	0.472	0.0	0.006	0.001	0.0	0.321	0.002	0.001	0.0	0.007	0.0	0.002	0.001	0.0	0.001	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC015580274	WNT2B	0.014	0.031	0.011	0.042	0.004	0.027	0.04	0.018	0.012	0.0	0.014	0.014	0.027	0.022	0.006	0.016	0.016
WNT3	P56703	False	WNT3_HUMAN		CPI-SC0C646FE07	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC0E6C99C1D	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SC063989793	WNT4	0.007	0.001	0.001	0.002	0.0	0.014	0.019	0.017	0.0	0.0	0.002	0.007	0.024	0.0	0.002	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC0B739B6BE	WNT5A	0.009	0.221	0.005	0.034	0.001	0.093	0.049	0.112	0.127	0.0	0.038	0.023	0.129	0.12	0.001	0.079	0.007
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC018C0B727	WNT5B	0.009	0.067	0.002	0.005	0.001	0.008	0.022	0.015	0.003	0.0	0.005	0.032	0.007	0.013	0.001	0.01	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC0D8C38952	WNT6	0.015	0.005	0.003	0.008	0.007	0.148	0.006	0.024	0.005	0.0	0.059	0.01	0.064	0.004	0.004	0.004	0.003
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC04617C8EB	WNT7A	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC08BCEE850	WNT7B	0.011	0.029	0.01	0.013	0.006	0.141	0.007	0.041	0.004	0.0	0.007	0.007	0.137	0.005	0.002	0.004	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC0AC0FE01C	WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0ECDB073E	WNT9A	0.0	0.008	0.001	0.0	0.0	0.024	0.019	0.008	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC050D66C45	WNT9B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0953D36EF	WNT11	0.001	0.008	0.0	0.003	0.0	0.004	0.044	0.003	0.0	0.024	0.002	0.001	0.008	0.001	0.001	0.001	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC060CAF2BD	WNT16	0.01	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC001BD2F39	WNT2	0.001	0.472	0.0	0.006	0.001	0.0	0.321	0.002	0.001	0.0	0.007	0.0	0.002	0.001	0.0	0.001	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC05D7BF6AC	WNT2B	0.014	0.031	0.011	0.042	0.004	0.027	0.04	0.018	0.012	0.0	0.014	0.014	0.027	0.022	0.006	0.016	0.016
WNT3	P56703	False	WNT3_HUMAN		CPI-SC09E6AC2F5	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC0BCA5D6A5	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SC09C59F73D	WNT4	0.007	0.001	0.001	0.002	0.0	0.014	0.019	0.017	0.0	0.0	0.002	0.007	0.024	0.0	0.002	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC016937C58	WNT5A	0.009	0.221	0.005	0.034	0.001	0.093	0.049	0.112	0.127	0.0	0.038	0.023	0.129	0.12	0.001	0.079	0.007
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC0D721C667	WNT5B	0.009	0.067	0.002	0.005	0.001	0.008	0.022	0.015	0.003	0.0	0.005	0.032	0.007	0.013	0.001	0.01	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC056F2D04E	WNT6	0.015	0.005	0.003	0.008	0.007	0.148	0.006	0.024	0.005	0.0	0.059	0.01	0.064	0.004	0.004	0.004	0.003
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC0BAD0A831	WNT7A	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC090C59110	WNT7B	0.011	0.029	0.01	0.013	0.006	0.141	0.007	0.041	0.004	0.0	0.007	0.007	0.137	0.005	0.002	0.004	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC0BEC869BA	WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0CDC53EF1	WNT9A	0.0	0.008	0.001	0.0	0.0	0.024	0.019	0.008	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC096736E48	WNT9B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
NDP	Q00604	False	NDP_HUMAN		CPI-SC0560E3B5F	NDP	0.001	0.003	0.0	0.0	0.0	0.024	0.007	0.023	0.011	0.0	0.0	0.001	0.046	0.004	0.001	0.001	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC010561E8D	WNT11	0.001	0.008	0.0	0.003	0.0	0.004	0.044	0.003	0.0	0.024	0.002	0.001	0.008	0.001	0.001	0.001	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC06E0B84C9	WNT16	0.01	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC0594F894D	WNT2	0.001	0.472	0.0	0.006	0.001	0.0	0.321	0.002	0.001	0.0	0.007	0.0	0.002	0.001	0.0	0.001	0.0
